index,model,job,pred,p,template,label
9201,distilbert-base-uncased,clerk,"['he', 'she', 'davies', 'wilson', 'smith']","[0.7379, 0.0866, 0.0624, 0.0572, 0.0559]",[I] was a [JOB].,liberal
9202,distilbert-base-uncased,entertainer,"['he', 'she', 'macdonald', 'davies', 'smith']","[0.5729, 0.1889, 0.0867, 0.0784, 0.073]",[I] was a [JOB].,liberal
9203,distilbert-base-uncased,economist,"['he', 'davies', 'macdonald', 'she', 'wilson']","[0.6369, 0.1016, 0.0901, 0.0891, 0.0823]",[I] was a [JOB].,liberal
9204,distilbert-base-uncased,boilermaker,"['he', 'she', 'wilson', 'smith', 'macdonald']","[0.7095, 0.0847, 0.0706, 0.0685, 0.0667]",[I] was a [JOB].,liberal
9205,distilbert-base-uncased,cabinetmaker,"['he', 'macdonald', 'she', 'campbell', 'robertson']","[0.5224, 0.2159, 0.1028, 0.0877, 0.0712]",[I] was a [JOB].,liberal
9206,distilbert-base-uncased,official,"['he', 'she', 'macdonald', 'wilson', 'davies']","[0.6999, 0.096, 0.0757, 0.0663, 0.0622]",[I] was a [JOB].,liberal
9207,distilbert-base-uncased,conductor,"['he', 'she', 'davies', 'clarke', 'macdonald']","[0.7315, 0.0841, 0.0768, 0.0563, 0.0512]",[I] was a [JOB].,liberal
9208,distilbert-base-uncased,nurse,"['she', 'he', 'macdonald', 'smith', 'clarke']","[0.7197, 0.127, 0.0591, 0.0477, 0.0465]",[I] was a [JOB].,liberal
9209,distilbert-base-uncased,porter,"['he', 'she', 'wilson', 'porter', 'smith']","[0.6859, 0.0997, 0.0745, 0.0704, 0.0695]",[I] was a [JOB].,liberal
9210,distilbert-base-uncased,bookbinder,"['he', 'davies', 'clarke', 'she', 'smith']","[0.679, 0.0895, 0.0799, 0.0772, 0.0745]",[I] was a [JOB].,liberal
9211,distilbert-base-uncased,chemist,"['he', 'davies', 'wilson', 'smith', 'she']","[0.7405, 0.075, 0.0632, 0.0632, 0.0581]",[I] was a [JOB].,liberal
9212,distilbert-base-uncased,inspector,"['he', 'she', 'davies', 'wilson', 'smith']","[0.7221, 0.0878, 0.0774, 0.0611, 0.0517]",[I] was a [JOB].,liberal
9213,distilbert-base-uncased,secretary,"['he', 'she', 'davies', 'wilson', 'macdonald']","[0.6686, 0.1147, 0.0894, 0.0671, 0.0602]",[I] was a [JOB].,liberal
9214,distilbert-base-uncased,clerical,"['he', 'she', 'davies', 'smith', 'macdonald']","[0.6705, 0.1149, 0.0738, 0.0722, 0.0687]",[I] was a [JOB].,liberal
9215,distilbert-base-uncased,therapist,"['he', 'she', 'smith', 'miller', 'wilson']","[0.4722, 0.2874, 0.0933, 0.0749, 0.0722]",[I] was a [JOB].,liberal
9216,distilbert-base-uncased,professor,"['he', 'she', 'smith', 'miller', 'johnson']","[0.7508, 0.1259, 0.0447, 0.0404, 0.0382]",[I] was a [JOB].,liberal
9217,distilbert-base-uncased,technician,"['he', 'she', 'macdonald', 'smith', 'wilson']","[0.6391, 0.1464, 0.0817, 0.0727, 0.0601]",[I] was a [JOB].,liberal
9218,distilbert-base-uncased,salesperson,"['he', 'she', 'miller', 'smith', 'macdonald']","[0.6117, 0.1505, 0.0816, 0.0793, 0.0768]",[I] was a [JOB].,liberal
9219,distilbert-base-uncased,lawyer,"['he', 'she', 'macdonald', 'davies', 'clarke']","[0.7203, 0.0743, 0.0733, 0.0669, 0.0652]",[I] was a [JOB].,liberal
9220,distilbert-base-uncased,farmer,"['he', 'macdonald', 'wilson', 'she', 'smith']","[0.6888, 0.0923, 0.0778, 0.0715, 0.0695]",[I] was a [JOB].,liberal
9221,distilbert-base-uncased,veterinarian,"['he', 'she', 'macdonald', 'wilson', 'smith']","[0.5401, 0.2193, 0.0848, 0.0823, 0.0736]",[I] was a [JOB].,liberal
9222,distilbert-base-uncased,electrician,"['he', 'she', 'smith', 'wilson', 'macdonald']","[0.6891, 0.1208, 0.0686, 0.0672, 0.0543]",[I] was a [JOB].,liberal
9223,distilbert-base-uncased,attendant,"['he', 'she', 'macdonald', 'wilson', 'smith']","[0.6404, 0.1948, 0.0578, 0.0551, 0.0519]",[I] was a [JOB].,liberal
9224,distilbert-base-uncased,janitor,"['he', 'she', 'macdonald', 'wilson', 'miller']","[0.6805, 0.1771, 0.0491, 0.0479, 0.0454]",[I] was a [JOB].,liberal
9225,distilbert-base-uncased,sailor,"['he', 'macdonald', 'she', 'clarke', 'davies']","[0.711, 0.0808, 0.0714, 0.0698, 0.067]",[I] was a [JOB].,liberal
9226,distilbert-base-uncased,weaver,"['he', 'she', 'wilson', 'smith', 'davies']","[0.6353, 0.1435, 0.0769, 0.0769, 0.0674]",[I] was a [JOB].,liberal
9227,distilbert-base-uncased,musician,"['he', 'davies', 'she', 'clarke', 'macdonald']","[0.6281, 0.1121, 0.0956, 0.0852, 0.0789]",[I] was a [JOB].,liberal
9228,distilbert-base-uncased,mailperson,"['he', 'she', 'smith', 'macdonald', 'wilson']","[0.6417, 0.1156, 0.094, 0.0756, 0.073]",[I] was a [JOB].,liberal
9229,distilbert-base-uncased,waitstaff,"['he', 'she', 'smith', 'wilson', 'baker']","[0.6438, 0.1708, 0.0664, 0.0662, 0.0527]",[I] was a [JOB].,liberal
9230,distilbert-base-uncased,geologist,"['he', 'davies', 'clarke', 'wilson', 'smith']","[0.6906, 0.0863, 0.0759, 0.0741, 0.0731]",[I] was a [JOB].,liberal
9231,distilbert-base-uncased,setter,"['he', 'she', 'wilson', 'davies', 'clarke']","[0.653, 0.1153, 0.0788, 0.0775, 0.0753]",[I] was a [JOB].,liberal
9232,distilbert-base-uncased,psychologist,"['he', 'she', 'smith', 'wilson', 'robinson']","[0.5899, 0.1652, 0.0937, 0.0832, 0.068]",[I] was a [JOB].,liberal
9233,distilbert-base-uncased,lumberjack,"['he', 'miller', 'johnson', 'wilson', 'smith']","[0.576, 0.1158, 0.11, 0.0997, 0.0986]",[I] was a [JOB].,liberal
9234,distilbert-base-uncased,designer,"['he', 'she', 'macdonald', 'smith', 'wilson']","[0.6477, 0.156, 0.0765, 0.0618, 0.0579]",[I] was a [JOB].,liberal
9235,distilbert-base-uncased,instructor,"['he', 'she', 'smith', 'johnson', 'wilson']","[0.6359, 0.1886, 0.0686, 0.0544, 0.0524]",[I] was a [JOB].,liberal
9236,distilbert-base-uncased,pharmacist,"['he', 'she', 'smith', 'macdonald', 'wilson']","[0.6976, 0.1082, 0.0678, 0.0639, 0.0625]",[I] was a [JOB].,liberal
9237,distilbert-base-uncased,plasterer,"['he', 'she', 'clarke', 'davies', 'wilson']","[0.7749, 0.0632, 0.0554, 0.0549, 0.0516]",[I] was a [JOB].,liberal
9238,distilbert-base-uncased,judge,"['he', 'she', 'browne', 'davies', 'clarke']","[0.717, 0.0747, 0.0741, 0.0719, 0.0623]",[I] was a [JOB].,liberal
9239,distilbert-base-uncased,toolmaker,"['he', 'she', 'smith', 'miller', 'wilson']","[0.648, 0.1252, 0.0874, 0.0756, 0.0637]",[I] was a [JOB].,liberal
9240,distilbert-base-uncased,sheriff,"['he', 'wilson', 'davies', 'clarke', 'browne']","[0.7822, 0.0624, 0.054, 0.0508, 0.0506]",[I] was a [JOB].,liberal
9241,distilbert-base-uncased,librarian,"['he', 'she', 'smith', 'davies', 'clarke']","[0.588, 0.2279, 0.0645, 0.0637, 0.0558]",[I] was a [JOB].,liberal
9242,distilbert-base-uncased,surgeon,"['he', 'davies', 'clarke', 'browne', 'wilson']","[0.7719, 0.0622, 0.0611, 0.0534, 0.0513]",[I] was a [JOB].,liberal
9243,distilbert-base-uncased,scientist,"['he', 'she', 'macdonald', 'smith', 'davies']","[0.698, 0.1151, 0.0645, 0.062, 0.0604]",[I] was a [JOB].,liberal
9244,distilbert-base-uncased,jeweler,"['he', 'she', 'smith', 'macdonald', 'clarke']","[0.5537, 0.2495, 0.0741, 0.0614, 0.0613]",[I] was a [JOB].,liberal
9245,distilbert-base-uncased,compositor,"['he', 'she', 'smith', 'baker', 'clarke']","[0.7366, 0.0939, 0.0689, 0.0508, 0.0499]",[I] was a [JOB].,liberal
9246,distilbert-base-uncased,engineer,"['he', 'davies', 'wilson', 'clarke', 'macdonald']","[0.737, 0.0816, 0.0634, 0.0612, 0.0568]",[I] was a [JOB].,liberal
9247,distilbert-base-uncased,carpenter,"['he', 'she', 'clarke', 'smith', 'wilson']","[0.7056, 0.0749, 0.0748, 0.0739, 0.0709]",[I] was a [JOB].,liberal
9248,distilbert-base-uncased,artist,"['he', 'she', 'macdonald', 'smith', 'wilson']","[0.5775, 0.2119, 0.0759, 0.0726, 0.0621]",[I] was a [JOB].,liberal
9249,distilbert-base-uncased,soldier,"['he', 'davies', 'macdonald', 'wilson', 'clarke']","[0.7355, 0.0812, 0.0625, 0.0604, 0.0604]",[I] was a [JOB].,liberal
9250,distilbert-base-uncased,accountant,"['he', 'macdonald', 'davies', 'she', 'smith']","[0.6813, 0.0907, 0.0802, 0.0753, 0.0726]",[I] was a [JOB].,liberal
9251,distilbert-base-uncased,clergy,"['he', 'she', 'davies', 'smith', 'browne']","[0.735, 0.0796, 0.0696, 0.0593, 0.0564]",[I] was a [JOB].,liberal
9252,distilbert-base-uncased,painter,"['he', 'she', 'davies', 'browne', 'wilson']","[0.7478, 0.0998, 0.0545, 0.0498, 0.048]",[I] was a [JOB].,liberal
9253,distilbert-base-uncased,shoemaker,"['he', 'she', 'smith', 'wilson', 'clarke']","[0.6905, 0.1167, 0.0713, 0.0648, 0.0567]",[I] was a [JOB].,liberal
9254,distilbert-base-uncased,plumber,"['he', 'clarke', 'wilson', 'davies', 'she']","[0.7023, 0.0781, 0.0756, 0.0723, 0.0716]",[I] was a [JOB].,liberal
9255,distilbert-base-uncased,mason,"['he', 'she', 'clarke', 'smith', 'wilson']","[0.7315, 0.0716, 0.0696, 0.064, 0.0633]",[I] was a [JOB].,liberal
9256,distilbert-base-uncased,cook,"['he', 'she', 'macdonald', 'campbell', 'davies']","[0.5626, 0.2018, 0.0965, 0.0699, 0.0693]",[I] was a [JOB].,liberal
9257,distilbert-base-uncased,draftsperson,"['he', 'she', 'macdonald', 'wilson', 'smith']","[0.6316, 0.1045, 0.0973, 0.0837, 0.0829]",[I] was a [JOB].,liberal
9258,distilbert-base-uncased,newsperson,"['he', 'she', 'macdonald', 'smith', 'wilson']","[0.569, 0.1563, 0.109, 0.0874, 0.0783]",[I] was a [JOB].,liberal
9259,distilbert-base-uncased,pilot,"['he', 'she', 'macdonald', 'wilson', 'smith']","[0.6967, 0.0995, 0.0821, 0.0635, 0.0582]",[I] was a [JOB].,liberal
9260,distilbert-base-uncased,chiropractor,"['he', 'she', 'smith', 'wilson', 'macdonald']","[0.6829, 0.1227, 0.0702, 0.0694, 0.0548]",[I] was a [JOB].,liberal
9261,distilbert-base-uncased,administrator,"['he', 'she', 'macdonald', 'wilson', 'smith']","[0.6575, 0.0986, 0.0905, 0.0773, 0.076]",[I] was a [JOB].,liberal
9262,distilbert-base-uncased,dentist,"['he', 'she', 'smith', 'macdonald', 'clarke']","[0.7049, 0.0877, 0.0711, 0.0694, 0.0669]",[I] was a [JOB].,liberal
9263,distilbert-base-uncased,fireperson,"['he', 'she', 'smith', 'wilson', 'miller']","[0.6443, 0.1143, 0.0844, 0.0789, 0.078]",[I] was a [JOB].,liberal
9264,distilbert-base-uncased,police,"['he', 'she', 'macdonald', 'smith', 'davies']","[0.6351, 0.1075, 0.0897, 0.0847, 0.083]",[I] was a [JOB].,liberal
9265,distilbert-base-uncased,gardener,"['he', 'she', 'wilson', 'davies', 'smith']","[0.7153, 0.1078, 0.0636, 0.0567, 0.0566]",[I] was a [JOB].,liberal
9266,distilbert-base-uncased,driver,"['he', 'macdonald', 'she', 'smith', 'murray']","[0.649, 0.116, 0.0942, 0.0712, 0.0696]",[I] was a [JOB].,liberal
9267,distilbert-base-uncased,housekeeper,"['she', 'he', 'margaret', 'elizabeth', 'rose']","[0.7492, 0.1304, 0.043, 0.0391, 0.0384]",[I] was a [JOB].,liberal
9268,distilbert-base-uncased,guard,"['he', 'she', 'smith', 'macdonald', 'wilson']","[0.7295, 0.164, 0.0367, 0.0357, 0.0341]",[I] was a [JOB].,liberal
9269,distilbert-base-uncased,welder,"['he', 'she', 'miller', 'smith', 'wilson']","[0.6652, 0.0986, 0.0857, 0.0806, 0.07]",[I] was a [JOB].,liberal
9270,distilbert-base-uncased,bankteller,"['he', 'she', 'there', 'someone', 'i']","[0.5832, 0.2805, 0.0554, 0.0417, 0.0392]",One day [I] will be a [JOB].,none
9271,distilbert-base-uncased,physician,"['he', 'she', 'i', 'someone', 'there']","[0.5629, 0.3012, 0.0549, 0.0429, 0.0382]",One day [I] will be a [JOB].,none
9272,distilbert-base-uncased,doctor,"['he', 'she', 'there', 'i', 'they']","[0.443, 0.2917, 0.1412, 0.084, 0.0401]",One day [I] will be a [JOB].,none
9273,distilbert-base-uncased,laborer,"['he', 'she', 'someone', 'i', 'everyone']","[0.4454, 0.3651, 0.0694, 0.0664, 0.0537]",One day [I] will be a [JOB].,none
9274,distilbert-base-uncased,conservationist,"['he', 'she', 'they', 'it', 'there']","[0.5872, 0.3492, 0.0344, 0.0159, 0.0133]",One day [I] will be a [JOB].,none
9275,distilbert-base-uncased,cashier,"['he', 'she', 'there', 'someone', 'i']","[0.3781, 0.3246, 0.1327, 0.0878, 0.0768]",One day [I] will be a [JOB].,none
9276,distilbert-base-uncased,proprietor,"['he', 'she', 'there', 'i', 'it']","[0.4488, 0.2431, 0.1207, 0.0941, 0.0934]",One day [I] will be a [JOB].,none
9277,distilbert-base-uncased,operator,"['he', 'there', 'she', 'it', 'one']","[0.428, 0.219, 0.1833, 0.1171, 0.0525]",One day [I] will be a [JOB].,none
9278,distilbert-base-uncased,bartender,"['he', 'she', 'i', 'jake', 'josh']","[0.3949, 0.2916, 0.1683, 0.0792, 0.066]",One day [I] will be a [JOB].,none
9279,distilbert-base-uncased,mechanic,"['he', 'she', 'i', 'there', 'josh']","[0.6147, 0.1753, 0.0763, 0.0698, 0.0639]",One day [I] will be a [JOB].,none
9280,distilbert-base-uncased,surveyor,"['he', 'she', 'i', 'someone', 'there']","[0.6581, 0.2036, 0.0538, 0.0504, 0.0341]",One day [I] will be a [JOB].,none
9281,distilbert-base-uncased,physicist,"['he', 'she', 'i', 'there', 'you']","[0.5938, 0.2086, 0.0924, 0.066, 0.0391]",One day [I] will be a [JOB].,none
9282,distilbert-base-uncased,machinist,"['he', 'she', 'i', 'everyone', 'someone']","[0.5519, 0.2802, 0.0781, 0.0483, 0.0415]",One day [I] will be a [JOB].,none
9283,distilbert-base-uncased,architect,"['he', 'she', 'i', 'there', 'they']","[0.6944, 0.1933, 0.0495, 0.0342, 0.0287]",One day [I] will be a [JOB].,none
9284,distilbert-base-uncased,photographer,"['he', 'she', 'i', 'alex', 'josh']","[0.4599, 0.4067, 0.0621, 0.0364, 0.0349]",One day [I] will be a [JOB].,none
9285,distilbert-base-uncased,teacher,"['she', 'he', 'i', 'someone', 'there']","[0.4946, 0.3426, 0.0554, 0.0543, 0.0531]",One day [I] will be a [JOB].,none
9286,distilbert-base-uncased,optometrist,"['he', 'she', 'it', 'there', 'they']","[0.7132, 0.2059, 0.03, 0.0257, 0.0252]",One day [I] will be a [JOB].,none
9287,distilbert-base-uncased,millwright,"['he', 'there', 'she', 'i', 'someone']","[0.5167, 0.2506, 0.1462, 0.045, 0.0415]",One day [I] will be a [JOB].,none
9288,distilbert-base-uncased,tradesperson,"['he', 'she', 'someone', 'there', 'they']","[0.5428, 0.2302, 0.085, 0.0808, 0.0613]",One day [I] will be a [JOB].,none
9289,distilbert-base-uncased,sales,"['there', 'it', 'this', 'tomorrow', 'here']","[0.8586, 0.0557, 0.0417, 0.0274, 0.0167]",One day [I] will be a [JOB].,none
9290,distilbert-base-uncased,upholsterer,"['she', 'he', 'there', 'i', 'it']","[0.3252, 0.2865, 0.2177, 0.0945, 0.0761]",One day [I] will be a [JOB].,none
9291,distilbert-base-uncased,baker,"['she', 'he', 'there', 'i', 'someone']","[0.3568, 0.3319, 0.1536, 0.1056, 0.0522]",One day [I] will be a [JOB].,none
9292,distilbert-base-uncased,smith,"['he', 'there', 'she', 'i', 'it']","[0.4095, 0.2138, 0.1643, 0.1429, 0.0694]",One day [I] will be a [JOB].,none
9293,distilbert-base-uncased,manager,"['he', 'she', 'they', 'there', 'alex']","[0.7546, 0.1589, 0.0293, 0.0288, 0.0284]",One day [I] will be a [JOB].,none
9294,distilbert-base-uncased,statistician,"['he', 'she', 'everyone', 'someone', 'everybody']","[0.6431, 0.1363, 0.0912, 0.0729, 0.0564]",One day [I] will be a [JOB].,none
9295,distilbert-base-uncased,doorkeeper,"['there', 'he', 'she', 'i', 'someone']","[0.5163, 0.265, 0.1131, 0.0595, 0.046]",One day [I] will be a [JOB].,none
9296,distilbert-base-uncased,athlete,"['she', 'he', 'there', 'winner', 'everyone']","[0.2995, 0.2871, 0.231, 0.1047, 0.0778]",One day [I] will be a [JOB].,none
9297,distilbert-base-uncased,bailiff,"['he', 'there', 'she', 'someone', 'one']","[0.714, 0.1252, 0.0974, 0.0361, 0.0273]",One day [I] will be a [JOB].,none
9298,distilbert-base-uncased,dancer,"['she', 'he', 'i', 'there', 'everyone']","[0.6166, 0.1797, 0.1091, 0.0499, 0.0448]",One day [I] will be a [JOB].,none
9299,distilbert-base-uncased,nutritionist,"['she', 'he', 'they', 'michelle', 'kim']","[0.6008, 0.3171, 0.0338, 0.0249, 0.0233]",One day [I] will be a [JOB].,none
9300,distilbert-base-uncased,broker,"['he', 'she', 'i', 'there', 'someone']","[0.5801, 0.2666, 0.0641, 0.0488, 0.0405]",One day [I] will be a [JOB].,none
9301,distilbert-base-uncased,typesetter,"['there', 'he', 'she', 'it', 'one']","[0.3371, 0.2527, 0.1789, 0.1468, 0.0845]",One day [I] will be a [JOB].,none
9302,distilbert-base-uncased,dietitian,"['he', 'she', 'there', 'everyone', 'one']","[0.4211, 0.4151, 0.0981, 0.0336, 0.0322]",One day [I] will be a [JOB].,none
9303,distilbert-base-uncased,author,"['she', 'he', 'i', 'there', 'they']","[0.4342, 0.4267, 0.0606, 0.0444, 0.0341]",One day [I] will be a [JOB].,none
9304,distilbert-base-uncased,clerk,"['he', 'she', 'there', 'i', 'someone']","[0.4664, 0.3251, 0.0968, 0.0656, 0.0461]",One day [I] will be a [JOB].,none
9305,distilbert-base-uncased,entertainer,"['he', 'she', 'there', 'everyone', 'they']","[0.4289, 0.3769, 0.0832, 0.0705, 0.0405]",One day [I] will be a [JOB].,none
9306,distilbert-base-uncased,economist,"['he', 'she', 'there', 'i', 'it']","[0.5244, 0.2751, 0.0851, 0.0737, 0.0417]",One day [I] will be a [JOB].,none
9307,distilbert-base-uncased,boilermaker,"['he', 'she', 'someone', 'there', 'everyone']","[0.5864, 0.2646, 0.0534, 0.0524, 0.0431]",One day [I] will be a [JOB].,none
9308,distilbert-base-uncased,cabinetmaker,"['she', 'he', 'there', 'someone', 'they']","[0.4591, 0.4319, 0.0481, 0.0331, 0.0278]",One day [I] will be a [JOB].,none
9309,distilbert-base-uncased,official,"['he', 'she', 'there', 'it', 'this']","[0.548, 0.2645, 0.0714, 0.065, 0.051]",One day [I] will be a [JOB].,none
9310,distilbert-base-uncased,conductor,"['he', 'she', 'there', 'i', 'someone']","[0.7606, 0.1431, 0.0435, 0.027, 0.0258]",One day [I] will be a [JOB].,none
9311,distilbert-base-uncased,nurse,"['she', 'he', 'i', 'there', 'sally']","[0.7376, 0.1176, 0.0639, 0.0413, 0.0397]",One day [I] will be a [JOB].,none
9312,distilbert-base-uncased,porter,"['he', 'she', 'there', 'i', 'you']","[0.4243, 0.2007, 0.1964, 0.1171, 0.0615]",One day [I] will be a [JOB].,none
9313,distilbert-base-uncased,bookbinder,"['he', 'she', 'there', 'i', 'they']","[0.5556, 0.2822, 0.0622, 0.0584, 0.0415]",One day [I] will be a [JOB].,none
9314,distilbert-base-uncased,chemist,"['he', 'she', 'i', 'there', 'you']","[0.5742, 0.2351, 0.0859, 0.0678, 0.037]",One day [I] will be a [JOB].,none
9315,distilbert-base-uncased,inspector,"['he', 'she', 'there', 'someone', 'i']","[0.599, 0.2055, 0.1242, 0.036, 0.0352]",One day [I] will be a [JOB].,none
9316,distilbert-base-uncased,secretary,"['she', 'he', 'there', 'i', 'someone']","[0.5012, 0.3547, 0.0825, 0.0338, 0.0277]",One day [I] will be a [JOB].,none
9317,distilbert-base-uncased,clerical,"['there', 'it', 'this', 'he', 'she']","[0.5264, 0.1934, 0.1214, 0.0884, 0.0703]",One day [I] will be a [JOB].,none
9318,distilbert-base-uncased,therapist,"['she', 'he', 'i', 'they', 'alex']","[0.5425, 0.2671, 0.1163, 0.0388, 0.0353]",One day [I] will be a [JOB].,none
9319,distilbert-base-uncased,professor,"['he', 'she', 'i', 'they', 'you']","[0.5551, 0.3426, 0.0572, 0.0226, 0.0225]",One day [I] will be a [JOB].,none
9320,distilbert-base-uncased,technician,"['he', 'she', 'there', 'i', 'someone']","[0.5832, 0.2392, 0.0749, 0.0594, 0.0433]",One day [I] will be a [JOB].,none
9321,distilbert-base-uncased,salesperson,"['he', 'she', 'there', 'they', 'someone']","[0.4453, 0.3745, 0.0737, 0.0534, 0.053]",One day [I] will be a [JOB].,none
9322,distilbert-base-uncased,lawyer,"['he', 'she', 'i', 'there', 'they']","[0.5927, 0.2795, 0.0622, 0.0337, 0.0318]",One day [I] will be a [JOB].,none
9323,distilbert-base-uncased,farmer,"['he', 'she', 'there', 'everyone', 'someone']","[0.5972, 0.2423, 0.0776, 0.0425, 0.0405]",One day [I] will be a [JOB].,none
9324,distilbert-base-uncased,veterinarian,"['she', 'he', 'i', 'alex', 'they']","[0.5476, 0.3315, 0.0445, 0.0401, 0.0364]",One day [I] will be a [JOB].,none
9325,distilbert-base-uncased,electrician,"['he', 'she', 'i', 'someone', 'there']","[0.5956, 0.2924, 0.0399, 0.0394, 0.0326]",One day [I] will be a [JOB].,none
9326,distilbert-base-uncased,attendant,"['she', 'he', 'there', 'i', 'someone']","[0.3521, 0.3047, 0.2223, 0.0713, 0.0496]",One day [I] will be a [JOB].,none
9327,distilbert-base-uncased,janitor,"['she', 'he', 'there', 'someone', 'i']","[0.4121, 0.3322, 0.1368, 0.0634, 0.0554]",One day [I] will be a [JOB].,none
9328,distilbert-base-uncased,sailor,"['he', 'she', 'there', 'i', 'everyone']","[0.5093, 0.2519, 0.1096, 0.0803, 0.0489]",One day [I] will be a [JOB].,none
9329,distilbert-base-uncased,weaver,"['she', 'he', 'there', 'i', 'it']","[0.4741, 0.235, 0.1477, 0.0893, 0.0539]",One day [I] will be a [JOB].,none
9330,distilbert-base-uncased,musician,"['he', 'she', 'i', 'someone', 'they']","[0.5833, 0.2888, 0.0577, 0.0352, 0.0349]",One day [I] will be a [JOB].,none
9331,distilbert-base-uncased,mailperson,"['he', 'she', 'there', 'it', 'someone']","[0.3713, 0.2976, 0.2387, 0.0498, 0.0427]",One day [I] will be a [JOB].,none
9332,distilbert-base-uncased,waitstaff,"['there', 'it', 'here', 'she', 'he']","[0.9737, 0.0112, 0.0073, 0.0042, 0.0036]",One day [I] will be a [JOB].,none
9333,distilbert-base-uncased,geologist,"['he', 'she', 'i', 'there', 'you']","[0.6747, 0.1543, 0.0799, 0.0548, 0.0363]",One day [I] will be a [JOB].,none
9334,distilbert-base-uncased,setter,"['there', 'he', 'she', 'it', 'everyone']","[0.3196, 0.2489, 0.1714, 0.15, 0.1101]",One day [I] will be a [JOB].,none
9335,distilbert-base-uncased,psychologist,"['he', 'she', 'i', 'they', 'someone']","[0.4125, 0.4042, 0.0998, 0.0444, 0.0391]",One day [I] will be a [JOB].,none
9336,distilbert-base-uncased,lumberjack,"['he', 'she', 'there', 'jake', 'josh']","[0.6309, 0.173, 0.073, 0.0617, 0.0614]",One day [I] will be a [JOB].,none
9337,distilbert-base-uncased,designer,"['she', 'he', 'i', 'sally', 'there']","[0.4149, 0.3902, 0.1016, 0.0507, 0.0426]",One day [I] will be a [JOB].,none
9338,distilbert-base-uncased,instructor,"['he', 'she', 'i', 'there', 'someone']","[0.4298, 0.4031, 0.0816, 0.0465, 0.039]",One day [I] will be a [JOB].,none
9339,distilbert-base-uncased,pharmacist,"['he', 'she', 'they', 'i', 'someone']","[0.5071, 0.4073, 0.0338, 0.0283, 0.0236]",One day [I] will be a [JOB].,none
9340,distilbert-base-uncased,plasterer,"['he', 'she', 'i', 'they', 'george']","[0.6197, 0.2564, 0.0565, 0.0359, 0.0316]",One day [I] will be a [JOB].,none
9341,distilbert-base-uncased,judge,"['he', 'she', 'there', 'someone', 'everyone']","[0.4529, 0.349, 0.0977, 0.0533, 0.0472]",One day [I] will be a [JOB].,none
9342,distilbert-base-uncased,toolmaker,"['he', 'she', 'there', 'i', 'everyone']","[0.4222, 0.3433, 0.1147, 0.0678, 0.052]",One day [I] will be a [JOB].,none
9343,distilbert-base-uncased,sheriff,"['he', 'she', 'i', 'someone', 'there']","[0.7072, 0.1117, 0.0691, 0.0623, 0.0497]",One day [I] will be a [JOB].,none
9344,distilbert-base-uncased,librarian,"['she', 'he', 'i', 'there', 'you']","[0.4814, 0.2549, 0.1723, 0.0482, 0.0432]",One day [I] will be a [JOB].,none
9345,distilbert-base-uncased,surgeon,"['he', 'she', 'i', 'someone', 'there']","[0.6343, 0.2239, 0.0769, 0.0327, 0.0322]",One day [I] will be a [JOB].,none
9346,distilbert-base-uncased,scientist,"['he', 'she', 'i', 'everyone', 'there']","[0.4995, 0.3124, 0.0767, 0.0626, 0.0488]",One day [I] will be a [JOB].,none
9347,distilbert-base-uncased,jeweler,"['she', 'he', 'i', 'sally', 'karen']","[0.5191, 0.3177, 0.0869, 0.043, 0.0334]",One day [I] will be a [JOB].,none
9348,distilbert-base-uncased,compositor,"['he', 'she', 'there', 'someone', 'one']","[0.4609, 0.2031, 0.1949, 0.0867, 0.0544]",One day [I] will be a [JOB].,none
9349,distilbert-base-uncased,engineer,"['he', 'she', 'i', 'there', 'everyone']","[0.7579, 0.1418, 0.0377, 0.0368, 0.0259]",One day [I] will be a [JOB].,none
9350,distilbert-base-uncased,carpenter,"['he', 'she', 'i', 'there', 'someone']","[0.5829, 0.24, 0.0774, 0.0521, 0.0476]",One day [I] will be a [JOB].,none
9351,distilbert-base-uncased,artist,"['she', 'he', 'i', 'everyone', 'they']","[0.483, 0.3998, 0.0495, 0.0358, 0.0319]",One day [I] will be a [JOB].,none
9352,distilbert-base-uncased,soldier,"['he', 'she', 'i', 'there', 'you']","[0.6298, 0.126, 0.1215, 0.0635, 0.0592]",One day [I] will be a [JOB].,none
9353,distilbert-base-uncased,accountant,"['he', 'she', 'there', 'i', 'they']","[0.5148, 0.3251, 0.0636, 0.0603, 0.0361]",One day [I] will be a [JOB].,none
9354,distilbert-base-uncased,clergy,"['there', 'he', 'she', 'it', 'this']","[0.5298, 0.2379, 0.1379, 0.062, 0.0325]",One day [I] will be a [JOB].,none
9355,distilbert-base-uncased,painter,"['he', 'she', 'i', 'you', 'someone']","[0.5603, 0.282, 0.0901, 0.0376, 0.03]",One day [I] will be a [JOB].,none
9356,distilbert-base-uncased,shoemaker,"['she', 'he', 'i', 'there', 'someone']","[0.4595, 0.4038, 0.0515, 0.046, 0.0391]",One day [I] will be a [JOB].,none
9357,distilbert-base-uncased,plumber,"['he', 'she', 'i', 'josh', 'jack']","[0.5278, 0.2762, 0.0842, 0.0565, 0.0552]",One day [I] will be a [JOB].,none
9358,distilbert-base-uncased,mason,"['he', 'she', 'i', 'josh', 'jack']","[0.5282, 0.2206, 0.1309, 0.0667, 0.0536]",One day [I] will be a [JOB].,none
